Ntime,Open Price,Low Price,Volume,MACD,CCI,ATR,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,Federal Fund Rate
20080722,1257.08,1248.83,618023,-21.16961405,88.75461833,28.59,1271.629205,1248.414,48.7,1260.672,14.1,1.116477948,0.025301488,-20555311.49,72.43,1.97
20080723,1278.87,1276.06,670583,-17.84532079,162.4604887,15.11,1272.634995,1252.164,67.28,1268.038,29.88,2.385990689,0.02246157,-9039818.904,72.81,2.04
20080724,1283.22,1251.48,612798,-17.4026942,51.59499813,31.74,1270.721186,1252.079,7.18,1266.482,-21.16,-1.661301719,0.010418829,-26482790.35,72.85,2.06
20080725,1253.51,1251.75,467256,-16.44117544,24.87778225,11.48,1269.486787,1253.906,-2.56,1265.898,13.07,1.050060658,0.023422593,-7086107.195,72.81,2.13
20080728,1257.76,1234.37,428296,-17.36635389,-44.24392438,25.72,1266.142331,1254.513,-26.31,1260.772,-19.02,-1.517484582,0.015765127,-14472163.36,72.69,2
20080729,1236.38,1236.38,541424,-15.59347258,15.49126432,28.83,1265.862109,1259.342,3.2,1258.012,23.71,1.912883525,0.014122863,-1288160.206,73.3,2.05
20080730,1264.52,1264.52,563133,-12.34675961,117.3947898,21.13,1267.614289,1263.232,7.26,1258.426,55.96,4.555890255,0.018641085,6366628.829,73.3,2.03
20080731,1281.37,1265.97,534605,-11.00888752,83.55023831,18.96,1267.591976,1263.938,-14.81,1261.394,52.47,4.318838432,0.005286497,10729906.23,73.2,2.09
20080801,1269.42,1254.54,468487,-10.39922833,23.52720293,15.98,1266.898455,1263.901,7.77,1261.904,14.95,1.200456093,0.000245971,9381888.362,73.37,2.04
20080804,1260.16,1247.45,456228,-10.70448989,-54.51680496,13.04,1265.194792,1262.802,-8.75,1264.832,-11.31,-0.897391139,-0.021918559,-481904.3084,73.5,1.97
20080805,1254.87,1254.67,121931,-7.960241948,90.11671701,35.87,1267.069574,1263.59,50.51,1269.168,24.2,1.919598947,0.002093581,6304767.868,73.96,1.97
20080806,1283.99,1276,487342,-5.375657467,134.8949742,15.67,1269.176281,1264.29,25.99,1270.154,29.19,2.316666667,0.028428703,19742843.63,74.25,2.01
20080807,1286.51,1264.29,531938,-5.133767546,40.26486533,24.9,1268.880445,1265.643,-18.19,1269.892,-10.93,-0.855912294,0.006563618,9435865.792,74.54,1.96
20080808,1266.29,1262.11,496681,-2.472642764,107.0401013,35.74,1271.493736,1269.499,28.94,1277.094,14.13,1.102020761,0.047789126,22463635.46,75.84,2.01
20080811,1294.42,1291.41,506731,0.358411042,167.6426618,21.74,1274.715285,1276.594,45.01,1288.356,52.78,4.213837482,0.03226795,17437823.36,76.27,1.99
20080812,1304.79,1285.64,471129,1.31757387,107.9512482,19.68,1276.131924,1279.233,40.58,1289.298,31.83,2.53068948,0.004133097,21339215.16,76.17,1.95
20080813,1288.64,1274.86,478760,1.754096611,59.16625979,19.17,1277.055551,1279.39,0.95,1288.626,51.46,4.168928279,0.014348709,14772133.18,76.26,1.98
20080814,1282.11,1276.84,406400,2.642493669,73.34461604,23.27,1278.567403,1281.945,3.74,1293.998,29.73,2.353546548,0.025229517,22998679.73,76.71,2.09
20080815,1293.85,1290.74,404182,3.728816223,96.95107903,11.31,1280.437174,1285.734,32.13,1294.374,13.94,1.085449987,0.037890926,32575095.85,77.12,2.08
20080818,1298.14,1274.51,382929,2.973897241,20.6778607,25.71,1280.262205,1288.693,-17.72,1289.03,11.22,0.885290915,-0.004887616,32234402.78,77.18,1.91
20080819,1276.65,1263.11,415976,1.398460463,-67.95662752,15.49,1278.969614,1286.874,-38.63,1284.45,6.38,0.506224659,-0.017452819,12766445.96,76.76,1.94
20080820,1267.34,1261.16,455503,0.774417854,-55.9587069,14.85,1278.547746,1285.409,-15.05,1282.192,25.53,2.044018863,0.006645535,5630646.777,76.93,1.98
20080821,1271.07,1265.22,403259,0.530345521,-40.86278399,16.18,1278.468913,1286.574,-8.11,1279.15,-7.16,-0.557250483,-0.014348309,4874473.015,76.08,2.01
20080822,1277.59,1277.59,374107,1.48817665,31.17796143,15.5,1279.776636,1286.162,-0.73,1277.95,3.01,0.233479937,-0.010051175,13338636.23,76.74,2.02
20080825,1290.47,1264.87,342060,0.198634924,-77.61745723,27.33,1278.544575,1282.314,-31.36,1275.598,0.77,0.060818122,-0.017641266,-3054240.634,76.81,2.01
20080826,1267.03,1263.21,358757,-0.441417824,-89.6130068,12.44,1277.874616,1280.506,-7.09,1276.562,-24.81,-1.913879289,-0.011136775,-3821105.339,77.27,1.88
20080827,1271.29,1270.03,349961,-0.12816664,-31.80730195,15.02,1278.235128,1280.089,14.97,1277.986,-23.66,-1.812582355,-0.008716636,14287083.65,77.04,1.98
20080828,1283.79,1283.79,385428,1.635983622,80.43891393,19.02,1280.372735,1280.864,26.14,1282.578,11.09,0.859963244,0.001906695,18105372.7,77.15,1.99
20080829,1296.49,1282.74,328812,1.57557732,40.17201441,17.94,1280.60676,1279.327,5.11,1280.704,-3,-0.233312335,0.003297397,19494223.7,77.32,1.94
20080902,1287.83,1272.2,478356,1.091491728,19.19945353,30.84,1280.318498,1279.225,10.74,1282.852,-15.35,-1.588353104,0.008523928,4654483.775,78.03,1.96
20080903,1276.61,1265.59,505698,0.492376331,-60.78493845,15.01,1279.810069,1280.054,3.47,1283.546,-23.22,-0.283122165,0.000345103,-8286941.117,78.09,2.01
20080904,1271.8,1232.83,521250,-3.025932044,-213.1143785,42.15,1275.716729,1276.283,-44.83,1274.58,-41.77,-2.357324997,-0.032002317,-9650311.815,78.94,1.99
20080905,1233.21,1217.23,501708,-5.310806902,-235.3809133,27.71,1272.535136,1272.742,-58.37,1262.906,-24.38,-2.528755473,-0.038608575,-244710.6443,78.88,1.97
20080908,1249.5,1247.12,735134,-5.007836412,-53.9625401,32.11,1272.083218,1270.301,-15.04,1259.898,-6.75,-0.777165576,0.000749335,18225716.52,79.54,1.92
20080909,1267.98,1224.51,738063.04,-8.165932622,-149.9726395,44.15,1267.552436,1266.068,-58.32,1249.284,-53.21,-5.238353196,-0.036963925,-7770298.652,79.51,1.96
20080910,1227.5,1221.6,654344,-9.946481703,-135.541163,22.3,1264.170299,1262.121,-45.54,1240.696,-60.16,-2.746992517,-0.038715416,-8575115.873,80.21,2.12
20080911,1229.04,1211.54,686924.96,-9.871225493,-96.63423395,38.44,1262.73027,1258.86,-25.93,1243.14,-17.79,-1.766403725,-0.039694621,8285994.363,79.87,2
20080912,1245.88,1233.81,627326,-9.488375465,-52.19311434,21.28,1261.679768,1253.962,14.87,1245.018,-19.81,-2.337593434,-0.02426666,2521232.635,78.94,2.1
20080915,1250.92,1192.7,827951.04,-13.78684481,-139.1005285,59,1255.110267,1244.949,-44.13,1230,-88.96,-6.940998393,-0.06643811,-19766632.65,78.49,2.64
20080916,1188.31,1169.28,945983.04,-15.33103766,-146.1806024,45.56,1251.155956,1238.55,-28.72,1227.816,-87.09,-6.695728388,-0.048149775,-1557493.03,79.29,1.98
20080917,1210.34,1155.88,943187.04,-20.92912565,-178.5395472,57.71,1242.130627,1226.691,-111.4,1212.686,-126.44,-9.856333263,-0.065037232,-18621821.68,78.17,2.8
20080918,1157.08,1133.5,1008268.96,-21.07840683,-134.4439479,77.64,1238.738186,1223.659,-18,1204.178,-71.07,-5.949346367,-0.028817284,-9017666.062,78.19,2.16
20080919,1213.11,1213.11,938716.96,-17.08062534,29.93362467,58.61,1240.294549,1224.936,23.04,1204.854,-19.9,-1.761142159,-0.01002532,7937411.618,76.13,1.48
20080922,1255.37,1205.61,533213,-17.58207146,-20.03849413,49.76,1237.132211,1218.866,-41.96,1207.732,-29.74,-5.324789408,-0.014226099,2434405.441,76.19,1.51
20080923,1207.61,1187.06,518573,-19.27987601,-76.71284563,34.09,1232.473905,1215.237,-63.48,1202.658,-54.09,-3.930208679,-0.035567027,2405417.975,76.72,1.46
20080924,1188.79,1179.79,482036,-20.57781547,-91.9436816,17.62,1228.035438,1210.62,-27.72,1208.554,-81.92,-4.543149455,-0.050582443,-3588327.563,77,1.19
20080925,1187.87,1187.87,587764,-19.5007274,-34.42887543,34.16,1226.239682,1206.633,52.79,1209.088,-15.33,-4.623005387,-0.033969801,2617689.187,77.01,1.23
20080926,1204.47,1187.54,538361,-18.1290974,-26.71889508,28.23,1224.979712,1202.764,6.5,1200.674,-19.03,-0.939151171,0.016743473,-856314.1316,76.95,1.08
20080929,1209.07,1106.39,730506,-25.35315826,-196.40227,106.62,1213.685454,1194.133,-100.12,1180.534,-142.66,-9.646307503,-0.088332963,-20713889.97,77.71,1.56
20080930,1113.78,1113.78,493768,-25.9401785,-140.2736435,61.64,1209.178268,1189.41,-40.15,1176.162,-85.34,-4.748838311,0.008547961,-9228809.49,79.24,2.03
20081001,1164.17,1140.77,578213,-26.52727209,-101.6020222,26.26,1204.595576,1189.877,-45.45,1171.2,-31.64,-5.181664503,-0.037670637,-15286183.85,79.69,1.15
20081002,1160.64,1111.43,628564,-30.4166785,-145.1009736,49.63,1195.994092,1180.654,-92.23,1152.22,-99.31,-9.001968134,-0.112184084,-35719052.92,80.56,0.67
20081003,1115.16,1098.14,671612,-34.31787522,-138.1857758,55.68,1186.778465,1165.069,-107.28,1129.464,-57.16,-10.23103119,-0.089355392,-31458652.14,80.61,1.1
20081006,1097.56,1007.97,795602,-40.36083133,-199.6367344,91.26,1174.408135,1150.049,-198.19,1119.564,-149.62,-14.21625921,-0.11052667,-36069996.02,81.61,1.96
20081007,1057.6,996.23,706920.96,-49.47436298,-187.2886476,76.68,1157.438788,1130.85,-210.86,1085.538,-258.85,-20.24098315,-0.159916348,-47691567.31,81.234,2.97
20081008,988.91,970.97,871632.96,-56.9514107,-172.0389413,50.09,1141.010332,1110.757,-203.28,1050.314,-222.15,-21.31181593,-0.18544799,-38768475.12,81.151,2.24
20081009,988.42,909.19,681900,-68.14497902,-173.5184429,96.06,1119.001729,1080.831,-275.95,1009.442,-278.3,-25.02245404,-0.249866036,-57524805.06,81.4,1.4
20081010,902.31,839.8,1145623.04,-76.99184902,-162.7056332,96.56,1098.070136,1049.452,-309.96,969.44,-286.65,-22.239037,-0.187248619,-68687735.98,82.41,0.79
20081013,912.75,912.75,726336.96,-74.73909078,-81.4887993,107.71,1089.049171,1039.148,-209.66,958.732,-205.83,-16.83865032,-0.139759594,-38879330.04,81.85,0.79
20081014,1009.97,972.07,816199.04,-72.54836462,-49.98827667,72.24,1080.378773,1022.313,-58.88,959.088,-215,-20.48235969,-0.140432019,-44397199.87,81.56,1.1
20081015,994.6,903.99,654233,-77.19827017,-90.60908562,94.02,1063.946509,996.991,-88.39,943.668,-198.55,-24.79102635,-0.185267617,-65929208.75,82.29,1.04
20081016,909.53,865.83,798450,-76.88320164,-91.71618296,81.88,1052.754461,980.206,-38.51,950.97,-219.93,-20.34892528,-0.139006395,-60518506.96,82.25,0.83
20081017,942.29,918.74,658178,-76.22925107,-61.03018013,65.9,1042.068322,964.338,30.63,959.236,-220.51,-20.68692184,-0.110077681,-43672032.37,82.36,0.6
20081020,943.51,943.51,517564,-71.27040943,-33.28884815,44.85,1036.671339,957.189,86.18,955.646,-128.88,-18.50675664,-0.010870984,-43410190.91,83.08,0.7
20081021,980.4,952.47,512183,-68.99416132,-32.33695732,32.97,1028.897878,953.071,-48.3,947.054,-144.18,-21.26610663,-0.030347026,-33263409.7,84.729,0.67
20081022,951.67,875.81,614798,-71.07283689,-98.00872683,79.24,1016.315223,944.255,-101.23,944.842,-160.11,-15.14916406,-0.01444083,-57627648.9,85.34,0.81
20081023,899.08,858.44,718418,-70.98766434,-107.5137066,64.39,1006.009964,944.074,0.27,937.178,-88.12,-8.845346958,0.009789563,-76327934.34,84.83,0.93
20081024,895.22,852.85,655005,-72.61201445,-129.9791511,55.26,993.7013956,941.829,-69.66,924.422,-108.17,-10.98239487,-0.126157373,-70968910.55,86.53,0.95
20081027,874.28,846.75,555805,-75.27881851,-131.6595707,47.03,979.9126912,926.386,-91.63,897.126,-61,-6.703886056,-0.149387281,-71259835.27,87.15,0.92
20081028,848.92,845.27,709695.04,-69.20399185,-39.2881473,95.24,976.160054,920.636,-44.89,894.218,41.29,4.591757301,0.034736473,-53925909.18,86.15,0.67
20081029,939.51,922.26,707780,-64.48708786,23.572016,47.71,971.7724298,922.861,-24.96,900.88,-73.26,-7.301539842,-0.01726488,-66026540.99,84.48,0.36
20081030,939.38,928.5,617583,-58.14208231,32.71756241,34.73,970.0883888,923.627,57.31,910.076,-43.92,-4.400757507,0.014191533,-63966799.84,84.53,0.3
20081031,953.11,944.59,639435,-51.3388776,70.96100498,39.79,969.9609232,926.447,60.64,928.472,60.91,6.709332041,-0.016896692,-31642915.68,85.59,0.22
20081103,968.67,958.82,449228,-45.61911461,84.97871564,16.75,969.6122639,924.537,89.53,951.948,19.87,2.099468529,0.011642347,-46794812.53,86.3,0.23
20081104,971.31,971.31,553129,-37.47093433,123.5739088,41.21,973.053953,929.607,156.83,964.996,65.2,6.932114189,0.108347005,-34247333.49,84.74,0.23
20081105,1001.84,949.86,542664,-34.88633799,61.69986868,55.89,971.122148,935.206,12.26,969.532,-32.63,-3.311345646,0.046873852,-32747342.14,84.57,0.23
20081106,952.4,899.73,610223,-36.28408914,-31.34808659,53.04,964.813372,934.883,-25.21,959.69,-50.17,-5.253128108,0.031064893,-42061753.36,86.222,0.23
20081107,907.44,906.9,493164,-34.88285043,-17.52445332,26.58,961.5920985,940.305,-23.1,952.138,34.21,3.814759473,0.088153471,-23337719.32,86.09,0.27
20081110,936.75,907.47,457200,-34.32720357,-6.044668193,44.48,957.5557081,947.334,-49.54,942.72,11.1,1.222318882,-0.022647287,-14631392.91,85.87,0.29
20081111,917.15,884.9,499834,-35.11685684,-60.9609563,34.31,951.9742121,943.178,-67.35,921.36,22.18,2.529739841,-0.033480631,-19159059.13,87.04,0.29
20081112,893.39,850.48,576418,-39.05670648,-124.3230609,48.47,942.48143,935.399,-153.45,901.266,3.38,0.398152947,-0.106688048,-16355457.85,87.43,0.35
20081113,853.13,818.69,784912,-36.9926376,-94.2560941,94.32,939.5108176,931.119,-41.48,902.548,-29.22,-3.10682502,-0.059313548,-3997741.282,86.9,0.35
20081114,904.36,869.88,588103,-37.98526013,-89.99526637,47,933.2040731,921.573,-31.59,891.008,-56.8,-6.106935888,-0.096253751,-28017697.64,86.32,0.34
20081117,873.23,848.98,492749,-40.12813807,-126.0041759,33.31,925.3513042,910.018,-80.24,877.316,-103.34,-10.8312633,-0.154113845,-32945156.5,86.76,0.37
20081118,852.34,826.84,667947,-40.68203801,-119.0550371,39.06,919.043561,895.355,-60.09,869.35,-109.63,-11.31664516,-0.098292348,-15415719.92,87.11,0.38
20081119,859.03,806.18,654860,-44.8436173,-131.8061186,58.39,908.3327456,880.736,-92.37,860.206,-159.72,-16.52902825,-0.108633189,-37196063.64,87.46,0.38
20081120,805.87,747.78,909374,-51.91193593,-174.3060363,72.74,893.4858175,865.492,-99.86,828.436,-253.31,-25.18617947,-0.191785089,-51630529.85,88.22,0.49
20081121,755.84,741.02,949590,-53.06185011,-139.6515356,60.18,884.5852634,852.396,-111.26,813.784,-152.74,-16.03115127,-0.129654812,-47217218.48,87.65,0.57
20081124,801.2,801.2,787944,-49.22748828,-49.03353576,65.57,881.4638098,845.656,-21.48,813.996,-53.07,-5.86486606,-0.052438957,-24964034.66,85.867,0.62
20081125,853.4,834.99,695270,-45.21723343,-17.22896667,33.95,879.171066,841.5,6.64,813.65,-73.6,-7.905562895,0.005936622,-12289887.43,84.77,0.59
20081126,852.9,841.37,579326,-39.14370346,24.27243736,46.31,879.9814407,845.038,28.56,829.87,-31.53,-3.430119342,-0.025908328,-5900521.729,85.78,0.53
20081128,886.89,881.21,274086,-33.25630871,70.43866625,15.04,881.5298749,843.533,143.8,858.63,-2.71,5.155461692,0.02560698,4266525.395,86.55,0.52
20081201,888.61,815.69,605201,-34.64884777,-26.71126285,80.55,875.3089344,837.825,16.18,861.866,-36.09,-10.43356122,-0.040599471,-2505072.149,87.05,0.52
20081202,817.94,817.94,617010,-32.74443994,-20.48272831,34.33,872.7852264,837.631,-3,861.266,-62.48,-2.803192525,-0.012000652,-5476476.412,86.57,0.47
20081203,843.6,827.6,622188,-29.1298248,27.28425426,45.52,872.5904429,838.793,13.35,863.936,-2.55,2.349691449,0.073684452,5401386.838,86.7,0.36
20081204,869.75,833.6,586039,-28.00168103,19.41864904,42,869.9837341,842.657,-42.46,855.444,-5.53,-1.617934631,0.109770237,-7462459.108,86.52,0.2
20081205,844.43,818.41,616537,-24.33773157,46.56660478,61.01,870.5633784,855.02,-11.61,851.41,16.95,8.61538843,0.086796717,-5759097.73,86.82,0.12
20081208,882.71,882.71,655360,-18.50702779,155.8848601,42.5,874.2906757,865.987,13.46,870.108,103.12,20.90000532,0.063636364,6485778.854,85.51,0.12
20081209,906.48,885.38,569311,-15.40551311,115.464337,30.88,875.6601352,869.673,72.46,878.08,136.23,11.07958452,0.035198668,-11840859.04,85.84,0.13
20081210,892.17,885.45,594213,-11.95679919,102.4498563,22.82,877.9058366,873.858,50.43,883.78,99.21,5.568143131,0.0128553,2597499.825,85.45,0.11
20081211,898.35,868.73,551384,-11.16470937,55.39686631,35.9,877.4948045,872.449,2.85,889.454,21.78,1.889455207,-0.025272249,7445450.624,83.63,0.14
20081212,871.79,851.35,595959,-9.92709245,11.02634671,31.89,877.7076803,870.798,34.51,890.186,22.34,-0.895593006,0.072203972,-496005.3436,83.66,0.15
20081215,881.07,857.72,498239,-9.734576718,-0.261729133,26.91,876.837425,876.034,-7.5,881.96,-19.11,-2.152802812,0.022750037,-1078149.556,82.13,0.18
20081216,871.53,871.53,600978,-5.914177478,94.1906419,46.09,880.2986226,882.471,3.48,886.862,16.94,1.890118718,0.046474956,17723737.83,80.35,0.17
20081217,908.16,895.94,590738,-3.552392575,97.44638167,22.91,882.5958967,885.839,15.75,887.898,88.21,10.80726774,0.065456315,28410211.95,78.49,0.12
20081218,905.98,877.44,567500,-3.188345798,48.69798247,33.58,882.8515256,889.845,-13.96,890.236,36.47,4.29660348,0.010403488,9637665.566,79.78,0.11
20081219,886.96,883.02,670531,-2.659382132,43.69923043,22.45,883.3304279,891.026,14.29,891.866,17.14,1.968440637,-0.023985929,19093610.41,81.1,0.11
20081222,887.2,857.09,486985,-3.510941857,-41.99986189,30.79,882.2161014,887.219,-8.1,892.478,26.41,3.124630274,-0.019174722,21972173.99,81.26,0.11
20081223,874.31,860.1,405197,-4.813777062,-65.50479273,20.34,880.4012346,884.668,-5.41,882.474,-12.91,-1.473626537,-0.04012277,15270969.57,81.45,0.11
20081224,863.87,861.44,154655,-5.381596358,-82.19336992,8.35,879.2344504,881.559,-45.03,875.22,-41.55,-4.567439815,-0.006227178,30118442.04,80.98,0.11
20081226,869.51,866.52,188005,-5.394200122,-69.77010671,7.22,878.6216456,881.48,-12.48,872.724,-15.87,-2.940260665,-0.007877417,46682634.33,81.13,0.09
20081229,872.37,857.07,332343,-5.612232129,-80.54318707,16.63,877.7452984,880.449,-18.46,869.032,-29.82,-0.477340629,0.000977663,29990620.07,81.53,0.1
20081230,870.58,870.58,362780,-4.026334333,15.12213215,21.7,878.9733652,882.656,19.01,872.834,17.05,1.240153229,-0.024682976,23092162.01,80.94,0.09
20081231,890.59,889.67,417294,-1.732011736,105.9895631,20.65,881.2854257,881.663,40.09,880.852,23.52,3.992769725,-0.001293647,27467118.5,81.17,0.14
20090102,902.99,899.35,404827,2.36276536,165.3966553,35.38,886.0963375,884.401,68.64,893.582,63.23,7.27978171,0.049924877,25966400.11,81.48,0.08
20090105,929.17,919.53,541391,5.196989406,151.8854319,17.1,890.0347815,888.618,59.3,904.512,14.27,1.562671105,0.042665373,21109066.63,82.55,0.11
20090106,931.17,927.28,539262,7.936657939,147.2597586,16.57,894.2886119,893.3,66.55,917.568,30.28,3.348002034,0.067476196,36718428,82.78,0.09
20090107,927.45,902.37,470494,7.755068808,60.18132448,32.33,895.4658869,896.802,33.85,920.77,21.37,2.413925538,0.047967794,15210473.9,82.17,0.11
20090108,905.73,896.81,499155,7.770119274,38.47972977,13.19,896.8243739,901.459,40.31,922.066,21.85,2.460918142,0.045705869,10272714.95,81.58,0.1
20090109,909.91,888.31,471650,6.147379675,8.320749557,23.62,896.2077669,903.679,-0.29,913.776,18.72,2.147700286,0.019711349,9457905.243,82.52,0.09
20090112,890.4,864.32,472505,3.203325806,-56.93731651,26.08,893.736551,903.425,-32.99,902.338,7.1,0.822558969,0.000965229,-6153851.72,83.2,0.1
20090113,869.79,862.02,501747,0.982277039,-70.92505124,15,891.6464033,903.662,-55.66,889.756,3.64,0.419282382,-0.021164556,-15569489.59,84.25,0.1
20090114,867.28,836.93,540788,-3.096006492,-125.3051176,34.86,886.977222,898.86,-92.08,876.95,-30.18,-2.940736048,-0.067124273,-18555768.11,84.28,0.15
20090115,841.99,817.04,780735.04,-6.166616021,-140.1474711,34.55,882.8593913,892.909,-62.91,863.752,-25.68,-3.329514207,-0.094505259,-21105454.89,84.62,0.18
20090116,844.45,830.66,678604,-7.993143533,-104.2009124,27.47,879.7413541,884.741,-59.61,855.706,-40.52,-2.219870718,-0.083379158,-9780272.37,84.04,0.19
20090120,849.64,804.47,637523,-12.91486003,-144.1559165,45.65,872.6440822,872.518,-65.04,842.698,-98.03,-10.85303072,-0.13852573,-27494139.93,86.13,0.2
20090121,806.77,804.3,646783,-13.8301096,-101.8770136,37.42,869.5579792,863.072,-31.55,836.388,-91.56,-9.403202329,-0.07324767,-9336173.811,85.46,0.23
20090122,839.74,811.29,584383,-15.40587368,-91.94429762,28.95,865.5524573,855.157,-15.12,833.364,-99.95,-11.46892051,-0.090389456,-28430561.49,85.56,0.21
20090123,822.16,806.07,583216,-16.10989541,-81.40146078,32.54,862.3522233,847.379,-11.79,831.006,-102.75,-8.239122043,-0.065592183,-22655378.23,85.58,0.18
20090126,832.5,827.69,603994,-16.10934382,-48.01019455,24.84,859.8967735,842.001,-7.17,828.296,-70.08,-7.729553852,-0.038712569,-13469858.22,84.48,0.19
20090127,837.3,835.4,535326,-15.1962126,-29.46233534,15.05,858.5456522,839.546,1.97,836.394,-64.02,-6.721447085,-0.029915461,-8429497.815,84.52,0.18
20090128,845.73,845.73,619918,-12.04368856,42.07492616,32.15,860.0260663,839.776,30.35,843.164,-16.26,-3.591242486,0.036003158,8645390.074,84.49,0.19
20090129,868.89,844.15,506706,-11.74591401,17.16682172,29.94,858.6083457,840.028,1.4,846.692,-25.12,-6.784315888,0.00165653,574605.6663,85.38,0.23
20090130,845.69,821.67,535058,-12.91516856,-51.6397919,29.99,855.4913604,838.242,-17.86,845.478,-45.91,-8.908619644,-0.028513622,-9950811.298,85.84,0.23
20090202,823.09,812.87,567327,-13.71916948,-90.59719514,17.91,852.629326,835.774,-24.68,843.252,-17.18,-9.265386433,0.024496026,-10059361.36,85.95,0.24
20090203,825.69,821.98,588631,-13.15011984,-20.32393484,20.62,851.2846283,839.103,-11.61,841.812,-5.23,-5.822429382,-0.002058936,-1044416.938,84.88,0.24
20090204,837.77,829.18,642045,-13.05539297,7.522082987,22.67,849.4699018,838.302,27.01,833.44,-17.89,-4.369958403,0.005683525,-11196162.66,85.7,0.24
20090205,831.75,819.91,662403,-11.74590163,13.8992219,30.64,849.1251493,840.137,5.61,833.582,40.63,-2.975487216,0.016433174,-10368115.34,86.09,0.23
20090206,846.09,845.42,648410,-8.771275638,148.515617,25.33,850.979897,843.802,41.1,842.126,28.36,3.083240369,0.036875432,-5023311.929,85.29,0.23
20090209,868.24,861.65,557437,-6.237864664,149.035054,13.36,852.7808592,847.134,37.94,851.016,42.39,3.099295992,0.027796618,-2585006.624,84.88,0.22
20090210,866.87,822.99,677016.96,-7.590572708,-15.54830283,46.9,850.3407773,845.279,1.72,848.746,-4.79,-2.700795182,-0.053690123,-19307006.72,85.58,0.24
20090211,827.41,822.3,592646,-8.038984165,-64.43658146,15.92,848.7597509,841.244,-4.77,849.048,-2.83,-1.926786807,-0.013488889,-5671884.557,85.71,0.22
20090212,829.91,808.06,647646,-8.183021812,-95.09070659,27.42,847.4673937,840.249,2.96,846.916,-10.52,3.721964184,0.011147164,-6173087.966,86.1,0.23
20090213,833.95,825.21,529665,-8.868714876,-64.39460136,14.22,845.50288,840.345,-19.01,838.564,-47.25,-1.594782443,0.001693193,-3225212.108,86.11,0.22
20090217,818.61,789.17,590782,-12.30988506,-196.0091524,37.67,840.1378438,836.718,-80.72,822.42,-55.97,-5.142135946,-0.058842471,-8847935.239,87.76,0.25
20090218,791.06,780.43,574071,-14.92550403,-207.4810387,15.74,835.2123349,831.709,-38.74,814.672,-37.46,-4.484880791,-0.052641698,-12496364.89,88.14,0.23
20090219,787.91,777.03,574694,-17.56092625,-169.5806411,20.55,829.8530649,826.38,-54.8,803.712,-46.5,-7.104268285,-0.07910386,-8000748.582,87.5,0.21
